"","assessment","assessor","representation.A","representation.B","selected.at","completed","Selected.representation","Select.best.duration","Select.best.SEQ","Select.best.SEQ.duration","total.duration"
"26770","Aantallen Schatten","Observer08",28,15,"2016/12/15 17:02:00",1,"28","3",1,"1",4
"26771","Aantallen Schatten","Observer08",14,27,"2016/12/15 17:02:05",1,"27","3",1,"3",6
"26772","Aantallen Schatten","Observer08",13,20,"2016/12/15 17:02:13",1,"20","4",2,"3",7
"26774","Aantallen Schatten","Observer08",26,19,"2016/12/15 17:02:19",1,"26","2",6,"2",4
"26775","Aantallen Schatten","Observer08",24,22,"2016/12/15 17:02:27",1,"24","6",6,"2",8
"26776","Aantallen Schatten","Observer08",12,29,"2016/12/15 17:02:33",1,"29","3",1,"2",5
"26777","Aantallen Schatten","Observer08",16,10,"2016/12/15 17:02:39",1,"16","3",1,"3",6
"26778","Aantallen Schatten","Observer08",26,10,"2016/12/15 17:02:46",1,"26","4",1,"1",5
"26779","Aantallen Schatten","Observer08",17,24,"2016/12/15 17:02:52",1,"24","3",6,"2",5
"26780","Aantallen Schatten","Observer08",22,28,"2016/12/15 17:02:58",1,"28","3",2,"2",5
"26781","Aantallen Schatten","Observer08",29,18,"2016/12/15 17:03:04",1,"29","3",1,"2",5
"26782","Aantallen Schatten","Observer08",13,19,"2016/12/15 17:03:10",1,"19","3",1,"1",4
"26783","Aantallen Schatten","Observer08",16,12,"2016/12/15 17:03:17",1,"16","5",3,"2",7
"26784","Aantallen Schatten","Observer08",15,27,"2016/12/15 17:03:23",1,"27","4",2,"2",6
"26785","Aantallen Schatten","Observer08",11,25,"2016/12/15 17:03:28",1,"25","3",2,"5",8
"26786","Aantallen Schatten","Observer08",21,23,"2016/12/15 17:03:37",1,"23","3",6,"3",6
"26787","Aantallen Schatten","Observer08",14,20,"2016/12/15 17:03:45",1,"20","4",5,"2",6
"26788","Aantallen Schatten","Observer08",23,11,"2016/12/15 17:03:52",1,"23","4",2,"2",6
"26789","Aantallen Schatten","Observer08",26,28,"2016/12/15 17:04:01",1,"26","6",7,"3",9
"26790","Aantallen Schatten","Observer08",21,14,"2016/12/15 17:04:07",1,"21","2",2,"2",4
"26791","Aantallen Schatten","Observer08",16,22,"2016/12/15 17:04:14",1,"22","4",3,"3",7
"26792","Aantallen Schatten","Observer08",17,19,"2016/12/15 17:04:26",1,"19","8",7,"2",10
"26793","Aantallen Schatten","Observer08",29,10,"2016/12/15 17:04:31",1,"29","3",1,"2",5
"26794","Aantallen Schatten","Observer08",24,13,"2016/12/15 17:04:37",1,"24","3",2,"1",4
"26795","Aantallen Schatten","Observer08",12,18,"2016/12/15 17:04:42",1,"18","3",2,"2",5
"26796","Aantallen Schatten","Observer08",27,25,"2016/12/15 17:04:49",1,"27","4",6,"2",6
"26797","Aantallen Schatten","Observer08",20,15,"2016/12/15 17:04:56",1,"20","4",6,"2",6
"26798","Aantallen Schatten","Observer08",27,21,"2016/12/15 17:05:02",1,"27","3",6,"2",5
"26799","Aantallen Schatten","Observer08",12,20,"2016/12/15 17:05:07",1,"20","3",1,"3",6
"26800","Aantallen Schatten","Observer08",24,15,"2016/12/15 17:05:15",1,"24","4",1,"1",5
"26801","Aantallen Schatten","Observer08",19,10,"2016/12/15 17:05:20",1,"19","3",1,"2",5
"26802","Aantallen Schatten","Observer08",18,11,"2016/12/15 17:05:25",1,"18","3",1,"3",6
"26803","Aantallen Schatten","Observer08",17,28,"2016/12/15 17:05:31",1,"28","2",2,"3",5
"26804","Aantallen Schatten","Observer08",29,22,"2016/12/15 17:05:37",1,"29","3",5,"4",7
"26805","Aantallen Schatten","Observer08",13,25,"2016/12/15 17:05:45",1,"25","3",1,"2",5
"26806","Aantallen Schatten","Observer08",16,23,"2016/12/15 17:05:52",1,"23","4",3,"2",6
"26807","Aantallen Schatten","Observer08",26,14,"2016/12/15 17:06:01",1,"26","3",1,"1",4
"26808","Aantallen Schatten","Observer08",12,22,"2016/12/15 17:06:07",1,"22","4",1,"2",6
"26809","Aantallen Schatten","Observer08",14,17,"2016/12/15 17:06:13",1,"17","4",6,"2",6
"26810","Aantallen Schatten","Observer08",18,10,"2016/12/15 17:06:19",1,"18","3",3,"2",5
"26811","Aantallen Schatten","Observer08",15,19,"2016/12/15 17:06:28",1,"19","7",7,"2",9
"26812","Aantallen Schatten","Observer08",21,11,"2016/12/15 17:06:34",1,"21","3",1,"1",4
"26813","Aantallen Schatten","Observer08",24,29,"2016/12/15 17:06:40",1,"29","4",7,"2",6
"26814","Aantallen Schatten","Observer08",13,28,"2016/12/15 17:06:45",1,"28","3",2,"2",5
"26815","Aantallen Schatten","Observer08",16,27,"2016/12/15 17:06:51",1,"27","3",1,"4",7
"26816","Aantallen Schatten","Observer08",26,23,"2016/12/15 17:07:04",1,"26","8",7,"2",10
"26817","Aantallen Schatten","Observer08",25,20,"2016/12/15 17:07:12",1,"25","5",6,"1",6
"26818","Aantallen Schatten","Observer08",23,28,"2016/12/15 17:07:20",1,"23","6",7,"2",8
"26819","Aantallen Schatten","Observer08",10,27,"2016/12/15 17:07:25",1,"27","2",1,"4",6
"26820","Aantallen Schatten","Observer08",20,21,"2016/12/15 17:07:33",1,"21","3",5,"2",5
"26821","Aantallen Schatten","Observer08",29,19,"2016/12/15 17:07:39",1,"29","3",1,"2",5
"26822","Aantallen Schatten","Observer08",12,24,"2016/12/15 17:07:45",1,"24","3",2,"2",5
"26823","Aantallen Schatten","Observer08",13,14,"2016/12/15 17:07:56",1,"14","8",7,"1",9
"26825","Aantallen Schatten","Observer08",11,15,"2016/12/15 17:08:01",1,"15","3",6,"3",6
"26826","Aantallen Schatten","Observer08",18,22,"2016/12/15 17:08:08",1,"22","3",7,"2",5
"26827","Aantallen Schatten","Observer08",25,17,"2016/12/15 17:08:12",1,"25","2",1,"2",4
"26828","Aantallen Schatten","Observer08",16,26,"2016/12/15 17:08:18",1,"26","4",2,"2",6
"26829","Aantallen Schatten","Observer08",29,13,"2016/12/15 17:08:24",1,"29","2",2,"2",4
"26830","Aantallen Schatten","Observer08",16,17,"2016/12/15 17:08:30",1,"17","4",5,"1",5
"26831","Aantallen Schatten","Observer08",27,18,"2016/12/15 17:08:35",1,"27","3",5,"2",5
"26832","Aantallen Schatten","Observer08",26,20,"2016/12/15 17:08:41",1,"26","3",6,"3",6
"26833","Aantallen Schatten","Observer08",14,22,"2016/12/15 17:08:47",1,"22","3",2,"2",5
"26834","Aantallen Schatten","Observer08",28,11,"2016/12/15 17:08:52",1,"28","2",1,"2",4
"26835","Aantallen Schatten","Observer08",23,25,"2016/12/15 17:09:06",1,"25","12",7,"2",14
"26836","Aantallen Schatten","Observer08",10,24,"2016/12/15 17:09:11",1,"24","3",3,"3",6
"26837","Aantallen Schatten","Observer08",15,12,"2016/12/15 17:09:17",1,"15","3",3,"6",9
"26838","Aantallen Schatten","Observer08",19,21,"2016/12/15 17:09:29",1,"21","5",7,"2",7
"26839","Aantallen Schatten","Observer08",22,26,"2016/12/15 17:09:36",1,"26","4",7,"1",5
"26840","Aantallen Schatten","Observer08",10,17,"2016/12/15 17:09:40",1,"17","2",3,"3",5
"26841","Aantallen Schatten","Observer08",19,12,"2016/12/15 17:09:48",1,"19","4",3,"2",6
"26842","Aantallen Schatten","Observer08",14,23,"2016/12/15 17:09:53",1,"23","3",1,"3",6
"26843","Aantallen Schatten","Observer08",24,11,"2016/12/15 17:09:59",1,"24","2",1,"2",4
"26844","Aantallen Schatten","Observer08",28,21,"2016/12/15 17:10:07",1,"28","5",5,"2",7
"26845","Aantallen Schatten","Observer08",27,20,"2016/12/15 17:10:13",1,"27","4",5,"2",6
"26846","Aantallen Schatten","Observer08",18,15,"2016/12/15 17:10:19",1,"18","4",5,"2",6
"26847","Aantallen Schatten","Observer08",13,16,"2016/12/15 17:10:25",1,"16","3",3,"2",5
"26848","Aantallen Schatten","Observer08",25,29,"2016/12/15 17:10:32",1,"29","4",5,"2",6
"26849","Aantallen Schatten","Observer08",10,12,"2016/12/15 17:10:38",1,"12","3",5,"2",5
"26850","Aantallen Schatten","Observer08",11,14,"2016/12/15 17:10:44",1,"14","3",3,"1",4
"26851","Aantallen Schatten","Observer08",29,16,"2016/12/15 17:10:48",1,"29","2",1,"2",4
"26852","Aantallen Schatten","Observer08",27,28,"2016/12/15 17:10:54",1,"28","4",7,"1",5
"26853","Aantallen Schatten","Observer08",13,18,"2016/12/15 17:10:59",1,"18","3",1,"1",4
"26854","Aantallen Schatten","Observer08",17,22,"2016/12/15 17:11:05",1,"22","4",3,"3",7
"26855","Aantallen Schatten","Observer08",19,23,"2016/12/15 17:11:11",1,"23","2",5,"6",8
"26856","Aantallen Schatten","Observer08",20,29,"2016/12/15 17:11:20",1,"29","3",5,"7",10
"26857","Aantallen Schatten","Observer08",24,26,"2016/12/15 17:11:32",1,"24","3",7,"1",4
"26858","Aantallen Schatten","Observer08",15,21,"2016/12/15 17:11:36",1,"21","2",2,"2",4
"26859","Aantallen Schatten","Observer08",25,26,"2016/12/15 17:11:41",1,"26","2",2,"1",3
"26860","Aantallen Schatten","Observer08",13,27,"2016/12/15 17:11:46",1,"27","3",1,"2",5
"26861","Aantallen Schatten","Observer08",11,16,"2016/12/15 17:11:51",1,"16","3",3,"2",5
"26862","Aantallen Schatten","Observer08",10,28,"2016/12/15 17:11:56",1,"28","3",1,"2",5
"26863","Aantallen Schatten","Observer08",20,23,"2016/12/15 17:12:01",1,"23","3",7,"2",5
"26864","Aantallen Schatten","Observer08",22,19,"2016/12/15 17:12:06",1,"22","2",6,"2",4
"26865","Aantallen Schatten","Observer08",24,21,"2016/12/15 17:12:12",1,"24","3",6,"3",6
"26866","Aantallen Schatten","Observer08",25,15,"2016/12/15 17:12:19",1,"25","3",2,"1",4
"26867","Aantallen Schatten","Observer08",14,12,"2016/12/15 17:12:25",1,"14","4",7,"2",6
"26868","Aantallen Schatten","Observer08",17,18,"2016/12/15 17:12:37",1,"17","9",7,"1",10
"26872","Aantallen Schatten","Observer09",22,23,"2016/12/15 18:28:46",1,"23","59",7,"6",65
"26873","Aantallen Schatten","Observer09",21,29,"2016/12/15 18:28:57",1,"29","6",5,"5",11
"26874","Aantallen Schatten","Observer09",13,26,"2016/12/15 18:29:05",1,"26","3",1,"2",5
"26875","Aantallen Schatten","Observer09",12,27,"2016/12/15 18:29:10",1,"27","3",1,"2",5
"26876","Aantallen Schatten","Observer09",15,17,"2016/12/15 18:29:38",1,"17","25",7,"2",27
"26877","Aantallen Schatten","Observer09",11,10,"2016/12/15 18:30:07",1,"10","26",7,"4",30
"26878","Aantallen Schatten","Observer09",20,19,"2016/12/15 18:30:17",1,"20","6",6,"2",8
"26879","Aantallen Schatten","Observer09",14,18,"2016/12/15 18:30:28",1,"18","9",6,"3",12
"26880","Aantallen Schatten","Observer09",25,24,"2017/01/12 10:59:34",1,"24","2",3,"5",7
"27423","Aantallen Schatten","Observer01",13,14,"2016/12/19 16:08:50",1,"14","4",4,"2",6
"27424","Aantallen Schatten","Observer01",22,27,"2016/12/19 16:08:56",1,"27","4",1,"2",6
"27425","Aantallen Schatten","Observer01",17,21,"2016/12/19 16:09:02",1,"21","3",1,"3",6
"27426","Aantallen Schatten","Observer01",26,25,"2016/12/19 16:09:09",1,"26","3",3,"4",7
"27427","Aantallen Schatten","Observer01",14,20,"2016/12/19 16:09:18",1,"20","5",3,"4",9
"27428","Aantallen Schatten","Observer01",28,27,"2016/12/19 16:09:29",1,"27","5",6,"5",10
"27429","Aantallen Schatten","Observer01",10,29,"2016/12/19 16:09:36",1,"29","3",1,"2",5
"27430","Aantallen Schatten","Observer01",19,24,"2016/12/19 16:09:44",1,"24","6",3,"2",8
"27431","Aantallen Schatten","Observer01",16,15,"2016/12/19 16:09:56",1,"15","10",6,"3",13
"27432","Aantallen Schatten","Observer01",23,12,"2016/12/19 16:10:04",1,"23","5",4,"2",7
"27433","Aantallen Schatten","Observer01",13,18,"2016/12/19 16:10:10",1,"18","3",5,"3",6
"27434","Aantallen Schatten","Observer01",11,22,"2016/12/19 16:10:18",1,"22","3",5,"3",6
"27435","Aantallen Schatten","Observer01",15,12,"2016/12/19 16:10:24",1,"15","4",5,"1",5
"27436","Aantallen Schatten","Observer01",21,11,"2016/12/19 16:10:29",1,"21","3",2,"2",5
"27437","Aantallen Schatten","Observer01",29,24,"2016/12/19 16:10:38",1,"29","7",5,"1",8
"27438","Aantallen Schatten","Observer01",25,20,"2016/12/19 16:10:44",1,"25","4",6,"4",8
"27440","Aantallen Schatten","Observer01",13,27,"2016/12/19 16:10:52",1,"27","3",2,"2",5
"27441","Aantallen Schatten","Observer01",28,19,"2016/12/19 16:11:00",1,"28","5",4,"4",9
"27442","Aantallen Schatten","Observer01",23,18,"2016/12/19 16:11:10",1,"23","6",6,"6",12
"27443","Aantallen Schatten","Observer01",17,26,"2016/12/19 16:11:19",1,"26","3",4,"2",5
"27444","Aantallen Schatten","Observer01",10,16,"2016/12/19 16:11:25",1,"16","3",3,"2",5
"27445","Aantallen Schatten","Observer01",14,22,"2016/12/19 16:11:31",1,"22","4",4,"1",5
"27446","Aantallen Schatten","Observer01",26,12,"2016/12/19 16:11:36",1,"26","3",3,"2",5
"27447","Aantallen Schatten","Observer01",28,21,"2016/12/19 16:11:44",1,"28","5",6,"3",8
"27448","Aantallen Schatten","Observer01",29,14,"2016/12/19 16:11:52",1,"29","4",2,"20",24
"27449","Aantallen Schatten","Observer01",22,18,"2016/12/19 19:50:06",1,"22","6",5,"2",8
"27469","Aantallen Schatten","Observer03",26,24,"2016/12/19 17:39:31",1,"26","4",4,"4",8
"27470","Aantallen Schatten","Observer03",25,17,"2016/12/19 17:39:38",1,"25","2",2,"2",4
"27471","Aantallen Schatten","Observer03",23,11,"2016/12/19 17:39:41",1,"23","2",1,"1",3
"27472","Aantallen Schatten","Observer03",28,18,"2016/12/19 17:39:45",1,"28","2",1,"1",3
"27473","Aantallen Schatten","Observer03",12,21,"2016/12/19 17:39:48",1,"21","2",1,"1",3
"27474","Aantallen Schatten","Observer03",20,15,"2016/12/19 17:40:02",1,"20","12",6,"2",14
"27475","Aantallen Schatten","Observer03",29,19,"2016/12/19 17:40:08",1,"29","4",2,"1",5
"27477","Aantallen Schatten","Observer03",16,14,"2016/12/19 17:40:16",1,"16","5",6,"2",7
"27478","Aantallen Schatten","Observer03",10,13,"2016/12/19 17:40:19",1,"13","2",1,"2",4
"27479","Aantallen Schatten","Observer03",24,27,"2016/12/19 17:40:29",1,"27","7",6,"2",9
"27480","Aantallen Schatten","Observer03",29,25,"2016/12/19 17:40:43",1,"25","12",7,"2",14
"27481","Aantallen Schatten","Observer03",18,16,"2016/12/19 17:41:23",1,"16","38",7,"2",40
"27484","Aantallen Schatten","Observer03",15,11,"2016/12/19 17:41:28",1,"15","3",2,"2",5
"27485","Aantallen Schatten","Observer03",21,17,"2016/12/19 17:41:34",1,"17","4",3,"1",5
"27487","Aantallen Schatten","Observer03",23,26,"2016/12/19 17:41:39",1,"26","3",3,"4",7
"27488","Aantallen Schatten","Observer03",20,12,"2016/12/19 17:41:46",1,"20","4",2,"1",5
"27490","Aantallen Schatten","Observer03",28,19,"2016/12/19 17:41:54",1,"28","6",4,"2",8
"27492","Aantallen Schatten","Observer03",22,14,"2016/12/19 17:41:58",1,"22","3",2,"1",4
"27493","Aantallen Schatten","Observer03",15,23,"2016/12/19 17:42:02",1,"23","2",2,"2",4
"27494","Aantallen Schatten","Observer03",10,17,"2016/12/19 17:42:06",1,"17","2",1,"2",4
"27496","Aantallen Schatten","Observer03",24,25,"2016/12/19 17:42:13",1,"25","4",2,"2",6
"27497","Aantallen Schatten","Observer03",12,19,"2016/12/19 17:42:16",1,"19","2",1,"2",4
"27498","Aantallen Schatten","Observer03",22,20,"2016/12/19 17:42:24",1,"20","5",3,"2",7
"27499","Aantallen Schatten","Observer03",18,29,"2016/12/19 17:42:28",1,"29","3",1,"1",4
"27500","Aantallen Schatten","Observer03",28,16,"2016/12/19 17:42:32",1,"28","3",1,"2",5
"27502","Aantallen Schatten","Observer03",13,11,"2016/12/19 17:42:43",1,"13","8",6,"2",10
"27503","Aantallen Schatten","Observer03",27,21,"2016/12/19 17:42:47",1,"27","3",2,"1",4
"27504","Aantallen Schatten","Observer03",14,26,"2016/12/19 17:42:51",1,"26","3",1,"1",4
"27505","Aantallen Schatten","Observer03",15,10,"2016/12/19 17:42:54",1,"15","2",1,"1",3
"27506","Aantallen Schatten","Observer03",19,16,"2016/12/19 17:43:06",1,"19","9",7,"2",11
"27508","Aantallen Schatten","Observer03",17,24,"2016/12/19 17:43:16",1,"24","9",6,"2",11
"27509","Aantallen Schatten","Observer03",22,29,"2016/12/19 17:43:27",1,"29","9",7,"1",10
"27510","Aantallen Schatten","Observer03",23,12,"2016/12/19 17:43:31",1,"23","2",2,"2",4
"27512","Aantallen Schatten","Observer03",21,14,"2016/12/19 17:43:40",1,"21","7",6,"2",9
"27513","Aantallen Schatten","Observer03",28,20,"2016/12/19 17:43:46",1,"28","4",6,"1",5
"27514","Aantallen Schatten","Observer03",13,25,"2016/12/19 17:43:50",1,"25","3",1,"2",5
"27516","Aantallen Schatten","Observer03",27,26,"2016/12/19 17:44:13",1,"26","21",7,"1",22
"27518","Aantallen Schatten","Observer03",18,11,"2016/12/19 17:44:20",1,"18","4",2,"2",6
"27519","Aantallen Schatten","Observer03",23,10,"2016/12/19 17:44:24",1,"23","3",1,"1",4
"27520","Aantallen Schatten","Observer03",18,24,"2016/12/19 17:44:28",1,"24","3",2,"2",5
"27521","Aantallen Schatten","Observer03",20,19,"2016/12/19 17:44:56",1,"19","25",7,"2",27
"27523","Aantallen Schatten","Observer03",13,21,"2016/12/19 17:45:03",1,"21","5",2,"1",6
"27524","Aantallen Schatten","Observer03",26,22,"2016/12/19 17:45:24",1,"22","20",7,"2",22
"27525","Aantallen Schatten","Observer03",15,17,"2016/12/19 17:45:34",1,"17","8",6,"1",9
"27526","Aantallen Schatten","Observer03",25,16,"2016/12/19 17:45:39",1,"25","3",3,"2",5
"27528","Aantallen Schatten","Observer03",11,29,"2016/12/19 17:45:44",1,"29","2",1,"2",4
"27529","Aantallen Schatten","Observer03",27,28,"2016/12/19 17:45:51",1,"28","6",4,"2",8
"27530","Aantallen Schatten","Observer03",12,14,"2016/12/19 17:45:57",1,"14","4",2,"2",6
"27531","Aantallen Schatten","Observer03",10,12,"2016/12/19 17:46:02",1,"12","2",2,"2",4
"27532","Aantallen Schatten","Observer03",27,18,"2016/12/19 17:46:05",1,"27","2",1,"1",3
"27534","Aantallen Schatten","Observer03",13,29,"2016/12/19 17:46:10",1,"29","4",1,"1",5
"27535","Aantallen Schatten","Observer03",20,16,"2016/12/19 17:46:16",1,"20","5",2,"1",6
"27536","Aantallen Schatten","Observer03",26,17,"2016/12/19 17:46:22",1,"26","4",3,"2",6
"27537","Aantallen Schatten","Observer03",25,11,"2016/12/19 17:46:26",1,"25","2",2,"2",4
"27539","Aantallen Schatten","Observer03",23,14,"2016/12/19 17:46:30",1,"23","2",2,"2",4
"27540","Aantallen Schatten","Observer03",22,28,"2016/12/19 17:46:51",1,"22","19",7,"2",21
"27541","Aantallen Schatten","Observer03",15,21,"2016/12/19 17:46:56",1,"21","4",5,"2",6
"27543","Aantallen Schatten","Observer03",19,24,"2016/12/19 17:47:34",1,"24","35",7,"2",37
"27546","Aantallen Schatten","Observer03",23,17,"2016/12/19 17:47:50",1,"23","15",7,"2",17
"27548","Aantallen Schatten","Observer03",19,18,"2016/12/19 17:47:56",1,"19","4",6,"1",5
"27549","Aantallen Schatten","Observer03",10,22,"2016/12/19 17:48:00",1,"22","1",1,"2",3
"27550","Aantallen Schatten","Observer03",13,20,"2016/12/19 17:48:04",1,"20","3",1,"1",4
"27551","Aantallen Schatten","Observer03",26,25,"2016/12/19 17:48:17",1,"25","12",6,"2",14
"27553","Aantallen Schatten","Observer03",11,21,"2016/12/19 17:48:21",1,"21","2",1,"1",3
"27554","Aantallen Schatten","Observer03",24,28,"2016/12/19 17:48:25",1,"28","2",1,"1",3
"27555","Aantallen Schatten","Observer03",12,15,"2016/12/19 17:48:29",1,"15","2",1,"2",4
"27557","Aantallen Schatten","Observer03",16,29,"2016/12/19 17:48:34",1,"29","3",2,"2",5
"27558","Aantallen Schatten","Observer03",27,14,"2016/12/19 17:48:37",1,"27","2",1,"1",3
"27559","Aantallen Schatten","Observer03",10,25,"2016/12/19 17:48:41",1,"25","2",1,"1",3
"27560","Aantallen Schatten","Observer03",27,16,"2016/12/19 17:48:46",1,"27","4",1,"2",6
"27561","Aantallen Schatten","Observer03",19,15,"2016/12/19 17:48:51",1,"19","3",1,"1",4
"27562","Aantallen Schatten","Observer03",17,14,"2016/12/19 17:48:55",1,"17","3",1,"1",4
"27563","Aantallen Schatten","Observer03",24,29,"2016/12/19 17:49:02",1,"29","6",5,"3",9
"27565","Aantallen Schatten","Observer03",22,13,"2016/12/19 17:49:07",1,"22","2",1,"1",3
"27566","Aantallen Schatten","Observer03",11,12,"2016/12/19 17:49:16",1,"12","7",3,"2",9
"27567","Aantallen Schatten","Observer03",23,28,"2016/12/19 17:49:22",1,"28","4",4,"1",5
"27569","Aantallen Schatten","Observer03",20,21,"2016/12/19 17:49:28",1,"20","4",5,"2",6
"27570","Aantallen Schatten","Observer03",18,26,"2016/12/19 17:49:33",1,"26","3",3,"1",4
"27571","Aantallen Schatten","Observer03",13,26,"2016/12/19 17:49:37",1,"26","1",2,"2",3
"27572","Aantallen Schatten","Observer03",27,11,"2016/12/19 17:49:40",1,"27","2",1,"1",3
"27573","Aantallen Schatten","Observer03",21,28,"2016/12/19 17:49:44",1,"28","3",3,"1",4
"27574","Aantallen Schatten","Observer03",10,16,"2016/12/19 17:49:48",1,"16","2",1,"2",4
"27575","Aantallen Schatten","Observer03",24,12,"2016/12/19 17:49:52",1,"24","1",1,"1",2
"27577","Aantallen Schatten","Observer03",19,17,"2016/12/19 17:50:00",1,"19","6",5,"2",8
"27578","Aantallen Schatten","Observer03",22,15,"2016/12/19 17:50:04",1,"22","3",3,"2",5
"27580","Aantallen Schatten","Observer03",29,14,"2016/12/19 17:50:08",1,"29","2",1,"1",3
"27581","Aantallen Schatten","Observer03",25,23,"2016/12/19 17:50:15",1,"25","5",3,"2",7
"27582","Aantallen Schatten","Observer03",20,18,"2016/12/19 17:50:25",1,"20","8",3,"2",10
"27583","Aantallen Schatten","Observer03",25,15,"2016/12/19 17:50:28",1,"25","2",1,"2",4
"27585","Aantallen Schatten","Observer03",14,28,"2016/12/19 17:50:32",1,"28","2",1,"1",3
"27586","Aantallen Schatten","Observer03",24,13,"2016/12/19 17:50:37",1,"24","2",1,"2",4
"27587","Aantallen Schatten","Observer03",27,10,"2016/12/19 17:50:40",1,"27","2",1,"1",3
"27588","Aantallen Schatten","Observer03",29,20,"2016/12/19 17:50:44",1,"29","1",1,"2",3
"27589","Aantallen Schatten","Observer03",12,18,"2016/12/19 17:50:47",1,"18","1",1,"2",3
"27590","Aantallen Schatten","Observer03",23,21,"2016/12/19 17:51:26",1,"23","38",7,"2",40
"27593","Aantallen Schatten","Observer03",19,26,"2016/12/19 17:51:31",1,"26","3",2,"1",4
